,ranker,player,nationality,position,squad,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,matches
379,,Kasey Palmer,eng ENG,MF,Huddersfield,20,1996,4,1,170,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.04,0.03,0.07,0.04,0.07,/en/players/453f566a/matchlogs/2017-2018/Kasey-Palmer-Match-Logs
380,,Emerson Palmieri,it ITA,"DF,MF",Chelsea,22,1994,5,3,280,0,1,0,0,0,0,0.00,0.32,0.32,0.00,0.32,0.2,0.2,0.1,0.05,0.03,0.08,0.05,0.08,/en/players/e0bc6fdc/matchlogs/2017-2018/Emerson-Palmieri-Match-Logs
381,,Pedro,es ESP,"MF,FW",Chelsea,30,1987,31,17,"1,523",4,2,0,0,1,0,0.24,0.12,0.35,0.24,0.35,3.8,3.8,1.3,0.22,0.08,0.30,0.22,0.30,/en/players/3ca7254a/matchlogs/2017-2018/Pedro-Match-Logs
382,,Roberto Pereyra,ar ARG,"MF,FW",Watford,26,1991,32,18,"1,624",5,2,0,0,3,0,0.28,0.11,0.39,0.28,0.39,3.4,3.4,2.4,0.19,0.13,0.32,0.19,0.32,/en/players/75f2c59f/matchlogs/2017-2018/Roberto-Pereyra-Match-Logs
383,,Ayoze Pérez,es ESP,"MF,FW",Newcastle Utd,24,1993,36,28,"2,492",8,5,0,0,3,0,0.29,0.18,0.47,0.29,0.47,6.7,6.7,3.4,0.24,0.12,0.36,0.24,0.36,/en/players/819aa8e7/matchlogs/2017-2018/Ayoze-Perez-Match-Logs
384,,Matt Phillips,sco SCO,"FW,MF",West Brom,26,1991,30,23,"2,093",2,2,0,0,3,0,0.09,0.09,0.17,0.09,0.17,2.1,2.1,3.8,0.09,0.16,0.25,0.09,0.25,/en/players/7bb5f40e/matchlogs/2017-2018/Matt-Phillips-Match-Logs
385,,Jordan Pickford,eng ENG,GK,Everton,23,1994,38,38,"3,420",0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.00,0.00,0.00,0.00,/en/players/4806ec67/matchlogs/2017-2018/Jordan-Pickford-Match-Logs
386,,Jérémy Pied,fr FRA,DF,Southampton,28,1989,2,2,180,0,1,0,0,0,0,0.00,0.50,0.50,0.00,0.50,0.0,0.0,0.2,0.02,0.10,0.12,0.02,0.12,/en/players/a634b9d2/matchlogs/2017-2018/Jeremy-Pied-Match-Logs
387,,Erik Pieters,nl NED,"DF,MF",Stoke City,28,1988,31,30,"2,718",0,1,0,0,5,0,0.00,0.03,0.03,0.00,0.03,0.1,0.1,1.3,0.00,0.04,0.05,0.00,0.05,/en/players/1ef37668/matchlogs/2017-2018/Erik-Pieters-Match-Logs
388,,Paul Pogba,fr FRA,MF,Manchester Utd,24,1993,27,25,"2,148",6,10,0,0,5,1,0.25,0.42,0.67,0.25,0.67,6.6,6.6,3.9,0.28,0.17,0.44,0.28,0.44,/en/players/867239d3/matchlogs/2017-2018/Paul-Pogba-Match-Logs
389,,Nick Pope,eng ENG,GK,Burnley,25,1992,35,34,"3,115",0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.5,0.00,0.01,0.01,0.00,0.01,/en/players/4b40d9ca/matchlogs/2017-2018/Nick-Pope-Match-Logs
390,,Alex Pritchard,eng ENG,"MF,FW",Huddersfield,24,1993,14,12,998,1,1,0,0,1,0,0.09,0.09,0.18,0.09,0.18,1.7,1.7,2.5,0.15,0.22,0.37,0.15,0.37,/en/players/ff9fcd4d/matchlogs/2017-2018/Alex-Pritchard-Match-Logs
391,,Sebastian Prödl,at AUT,DF,Watford,30,1987,21,17,"1,570",0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.2,0.05,0.01,0.06,0.05,0.06,/en/players/f5e6d08d/matchlogs/2017-2018/Sebastian-Prodl-Match-Logs
392,,Davy Pröpper,nl NED,MF,Brighton,25,1991,35,35,"3,119",0,4,0,0,2,1,0.00,0.12,0.12,0.00,0.12,2.1,2.1,1.1,0.06,0.03,0.09,0.06,0.09,/en/players/fdd85f94/matchlogs/2017-2018/Davy-Propper-Match-Logs
393,,Marc Pugh,eng ENG,"MF,FW",Bournemouth,30,1987,20,11,985,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.6,1.6,0.7,0.15,0.06,0.21,0.15,0.21,/en/players/9aacb284/matchlogs/2017-2018/Marc-Pugh-Match-Logs
394,,Jason Puncheon,eng ENG,"MF,FW",Crystal Palace,31,1986,10,6,645,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.4,0.10,0.06,0.16,0.10,0.16,/en/players/fd3f57ce/matchlogs/2017-2018/Jason-Puncheon-Match-Logs
395,,Collin Quaner,de GER,"FW,MF",Huddersfield,26,1991,26,13,"1,280",0,4,0,0,4,0,0.00,0.28,0.28,0.00,0.28,1.3,1.3,2.7,0.09,0.19,0.28,0.09,0.28,/en/players/19b8b0b9/matchlogs/2017-2018/Collin-Quaner-Match-Logs
396,,Sandro Ramírez,es ESP,"FW,MF",Everton,22,1995,8,3,278,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.0,0.21,0.00,0.21,0.21,0.21,/en/players/833fb62e/matchlogs/2017-2018/Sandro-Ramirez-Match-Logs
397,,Aaron Ramsey,wal WAL,MF,Arsenal,26,1990,24,21,"1,846",7,8,0,0,0,0,0.34,0.39,0.73,0.34,0.73,5.9,5.9,5.0,0.29,0.25,0.53,0.29,0.53,/en/players/ef619b0b/matchlogs/2017-2018/Aaron-Ramsey-Match-Logs
398,,Àngel Rangel,es ESP,DF,Swansea City,34,1982,4,2,156,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.06,0.06,0.00,0.06,/en/players/93ee387c/matchlogs/2017-2018/Angel-Rangel-Match-Logs
399,,Marcus Rashford,eng ENG,"FW,MF",Manchester Utd,19,1997,35,17,"1,813",7,5,0,0,3,0,0.35,0.25,0.60,0.35,0.60,4.2,4.2,4.4,0.21,0.22,0.43,0.21,0.43,/en/players/a1d5bd30/matchlogs/2017-2018/Marcus-Rashford-Match-Logs
400,,Nathan Redmond,eng ENG,"FW,MF",Southampton,23,1994,31,22,"1,945",1,3,0,0,3,0,0.05,0.14,0.19,0.05,0.19,2.5,2.5,3.3,0.12,0.15,0.27,0.12,0.27,/en/players/ab651565/matchlogs/2017-2018/Nathan-Redmond-Match-Logs
401,,Winston Reid,nz NZL,DF,West Ham,29,1988,17,17,"1,452",0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.02,0.01,0.03,0.02,0.03,/en/players/562eed5c/matchlogs/2017-2018/Winston-Reid-Match-Logs
402,,Declan Rice,eng ENG,"DF,MF",West Ham,18,1999,26,15,"1,430",0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.01,0.00,0.01,0.01,0.01,/en/players/1c7012b8/matchlogs/2017-2018/Declan-Rice-Match-Logs
403,,Richarlison,br BRA,"FW,MF",Watford,20,1997,38,32,"2,823",5,4,0,0,4,0,0.16,0.13,0.29,0.16,0.29,9.8,9.8,3.2,0.31,0.10,0.41,0.31,0.41,/en/players/fa031b34/matchlogs/2017-2018/Richarlison-Match-Logs
404,,Jaïro Riedewald,nl NED,"MF,DF",Crystal Palace,20,1996,12,4,442,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.01,0.03,0.03,0.01,0.03,/en/players/7a1f2c08/matchlogs/2017-2018/Jairo-Riedewald-Match-Logs
405,,Matt Ritchie,sco SCO,"MF,FW",Newcastle Utd,27,1989,35,32,"2,804",3,5,0,0,6,0,0.10,0.16,0.26,0.10,0.26,3.1,3.1,4.8,0.10,0.15,0.25,0.10,0.25,/en/players/71ef519e/matchlogs/2017-2018/Matt-Ritchie-Match-Logs
406,,Connor Roberts,wal WAL,MF,Swansea City,21,1995,4,3,268,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,/en/players/24fae784/matchlogs/2017-2018/Connor-Roberts-Match-Logs
407,,Andrew Robertson,sco SCO,DF,Liverpool,23,1994,22,22,"1,940",1,5,0,0,2,0,0.05,0.23,0.28,0.05,0.28,0.6,0.6,3.0,0.03,0.14,0.17,0.03,0.17,/en/players/2e4f5f03/matchlogs/2017-2018/Andrew-Robertson-Match-Logs
408,,Hal Robson-Kanu,wal WAL,"FW,MF",West Brom,28,1989,21,8,827,2,0,0,0,2,1,0.22,0.00,0.22,0.22,0.22,2.2,2.2,0.5,0.25,0.06,0.30,0.25,0.30,/en/players/fb2dec57/matchlogs/2017-2018/Hal-Robson-Kanu-Match-Logs
409,,Jay Rodriguez,eng ENG,"FW,MF",West Brom,28,1989,37,31,"2,812",7,1,1,1,2,0,0.22,0.03,0.26,0.19,0.22,8.4,7.7,1.3,0.27,0.04,0.31,0.24,0.28,/en/players/4ab53cdb/matchlogs/2017-2018/Jay-Rodriguez-Match-Logs
410,,Marcos Rojo,ar ARG,DF,Manchester Utd,27,1990,9,8,640,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.02,0.05,0.06,0.02,0.06,/en/players/e0991c04/matchlogs/2017-2018/Marcos-Rojo-Match-Logs
411,,Sergio Romero,ar ARG,GK,Manchester Utd,30,1987,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,/en/players/1e26e376/matchlogs/2017-2018/Sergio-Romero-Match-Logs
412,,Oriol Romeu,es ESP,MF,Southampton,25,1991,34,34,"2,897",1,0,0,0,11,0,0.03,0.00,0.03,0.03,0.03,1.9,1.9,1.2,0.06,0.04,0.09,0.06,0.09,/en/players/4b511457/matchlogs/2017-2018/Oriol-Romeu-Match-Logs
413,,Salomón Rondón,ve VEN,FW,West Brom,27,1989,36,32,"2,767",7,3,0,0,4,0,0.23,0.10,0.33,0.23,0.33,6.9,6.9,1.7,0.22,0.05,0.28,0.22,0.28,/en/players/b318a643/matchlogs/2017-2018/Salomon-Rondon-Match-Logs
414,,Wayne Rooney,eng ENG,"MF,FW",Everton,31,1985,31,27,"2,268",10,2,3,6,5,0,0.40,0.08,0.48,0.28,0.36,8.5,3.8,2.4,0.33,0.10,0.43,0.15,0.25,/en/players/f07be45a/matchlogs/2017-2018/Wayne-Rooney-Match-Logs
415,,Danny Rose,eng ENG,"DF,MF",Tottenham,27,1990,10,9,800,0,1,0,0,4,0,0.00,0.11,0.11,0.00,0.11,0.8,0.8,0.8,0.09,0.09,0.19,0.09,0.19,/en/players/89d10e53/matchlogs/2017-2018/Danny-Rose-Match-Logs
416,,Liam Rosenior,eng ENG,DF,Brighton,33,1984,3,1,164,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.03,0.00,0.03,0.03,0.03,/en/players/8b0d6fe9/matchlogs/2017-2018/Liam-Rosenior-Match-Logs
417,,Wayne Routledge,eng ENG,"MF,FW",Swansea City,32,1985,15,4,429,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.9,0.07,0.20,0.27,0.07,0.27,/en/players/1d387eee/matchlogs/2017-2018/Wayne-Routledge-Match-Logs
418,,Antonio Rüdiger,de GER,DF,Chelsea,24,1993,27,25,"2,338",2,1,0,0,4,0,0.08,0.04,0.12,0.08,0.12,2.0,2.0,0.5,0.08,0.02,0.09,0.08,0.09,/en/players/18b896d6/matchlogs/2017-2018/Antonio-Rudiger-Match-Logs
419,,Mathew Ryan,au AUS,GK,Brighton,25,1992,38,38,"3,420",0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,/en/players/4535e4bb/matchlogs/2017-2018/Mathew-Ryan-Match-Logs
420,,Abdelhamid Sabiri,de GER,"MF,DF",Huddersfield,20,1996,5,2,220,0,1,0,0,1,0,0.00,0.41,0.41,0.00,0.41,0.3,0.3,0.2,0.10,0.09,0.19,0.10,0.19,/en/players/4830e0af/matchlogs/2017-2018/Abdelhamid-Sabiri-Match-Logs
421,,Henri Saivet,sn SEN,MF,Newcastle Utd,26,1990,1,1,83,1,0,0,0,0,0,1.08,0.00,1.08,1.08,1.08,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,/en/players/f3709655/matchlogs/2017-2018/Henri-Saivet-Match-Logs
422,,Diafra Sakho,sn SEN,"FW,MF",West Ham,27,1989,14,0,306,2,0,0,0,2,0,0.59,0.00,0.59,0.59,0.59,1.5,1.5,0.0,0.47,0.01,0.49,0.47,0.49,/en/players/57c433c8/matchlogs/2017-2018/Diafra-Sakho-Match-Logs
423,,Mamadou Sakho,fr FRA,DF,Crystal Palace,27,1990,19,18,"1,600",1,2,0,0,1,0,0.06,0.11,0.17,0.06,0.17,1.5,1.5,1.0,0.08,0.05,0.14,0.08,0.14,/en/players/87935cf3/matchlogs/2017-2018/Mamadou-Sakho-Match-Logs
424,,Bakary Sako,ml MLI,"FW,MF",Crystal Palace,29,1988,16,4,478,3,0,0,0,0,0,0.56,0.00,0.56,0.56,0.56,1.7,1.7,1.1,0.33,0.20,0.53,0.33,0.53,/en/players/381d7d54/matchlogs/2017-2018/Bakary-Sako-Match-Logs
425,,Mohamed Salah,eg EGY,"FW,MF",Liverpool,25,1992,36,34,"2,907",32,10,1,2,1,0,0.99,0.31,1.30,0.96,1.27,22.3,20.9,8.1,0.69,0.25,0.94,0.64,0.89,/en/players/e342ad68/matchlogs/2017-2018/Mohamed-Salah-Match-Logs
426,,Renato Sanches,pt POR,MF,Swansea City,19,1997,12,9,702,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.06,0.04,0.10,0.06,0.10,/en/players/032f894e/matchlogs/2017-2018/Renato-Sanches-Match-Logs
427,,Alexis Sánchez,cl CHI,"FW,MF",Arsenal,28,1988,19,17,"1,503",7,3,1,1,4,0,0.42,0.18,0.60,0.36,0.54,6.9,6.2,5.4,0.41,0.32,0.73,0.37,0.69,/en/players/2c0f8e9e/matchlogs/2017-2018/Alexis-Sanchez-Match-Logs
428,,Alexis Sánchez,cl CHI,"FW,MF",Manchester Utd,28,1988,12,12,"1,043",2,3,0,1,1,0,0.17,0.26,0.43,0.17,0.43,3.5,2.6,1.9,0.30,0.16,0.47,0.22,0.39,/en/players/2c0f8e9e/matchlogs/2017-2018/Alexis-Sanchez-Match-Logs
429,,Davinson Sánchez,co COL,DF,Tottenham,21,1996,31,29,"2,534",0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.1,0.03,0.00,0.04,0.03,0.04,/en/players/da7b447d/matchlogs/2017-2018/Davinson-Sanchez-Match-Logs
430,,Leroy Sané,de GER,FW,Manchester City,21,1996,32,27,"2,419",10,15,0,0,4,0,0.37,0.56,0.93,0.37,0.93,4.7,4.7,7.8,0.18,0.29,0.47,0.18,0.47,/en/players/2b114be3/matchlogs/2017-2018/Leroy-Sane-Match-Logs
431,,Ezequiel Schelotto,it ITA,DF,Brighton,28,1989,20,15,"1,318",0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.7,0.05,0.05,0.09,0.05,0.09,/en/players/a6e316c1/matchlogs/2017-2018/Ezequiel-Schelotto-Match-Logs
432,,Christopher Schindler,de GER,DF,Huddersfield,27,1990,37,37,"3,265",0,1,0,0,7,2,0.00,0.03,0.03,0.00,0.03,0.9,0.9,1.7,0.02,0.05,0.07,0.02,0.07,/en/players/8ae9869d/matchlogs/2017-2018/Christopher-Schindler-Match-Logs
433,,Jeffrey Schlupp,gh GHA,"DF,MF",Crystal Palace,24,1992,24,21,"1,745",0,1,0,0,3,0,0.00,0.05,0.05,0.00,0.05,1.5,1.5,0.8,0.08,0.04,0.12,0.08,0.12,/en/players/3312f911/matchlogs/2017-2018/Jeffrey-Schlupp-Match-Logs
434,,Kasper Schmeichel,dk DEN,GK,Leicester City,30,1986,33,33,"2,965",0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,/en/players/53af52f3/matchlogs/2017-2018/Kasper-Schmeichel-Match-Logs
435,,Morgan Schneiderlin,fr FRA,MF,Everton,27,1989,30,24,"2,130",0,0,0,0,5,2,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.00,0.01,0.01,0.00,0.01,/en/players/51b41c5c/matchlogs/2017-2018/Morgan-Schneiderlin-Match-Logs
436,,Xherdan Shaqiri,ch SUI,"FW,MF",Stoke City,25,1991,36,36,"3,039",8,7,0,1,5,0,0.24,0.21,0.44,0.24,0.44,5.6,4.8,6.3,0.17,0.19,0.35,0.14,0.33,/en/players/6421ec64/matchlogs/2017-2018/Xherdan-Shaqiri-Match-Logs
437,,Luke Shaw,eng ENG,DF,Manchester Utd,22,1995,11,8,790,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.04,0.04,0.08,0.04,0.08,/en/players/9c94165b/matchlogs/2017-2018/Luke-Shaw-Match-Logs
438,,Ryan Shawcross,eng ENG,DF,Stoke City,29,1987,27,27,"2,371",1,1,0,0,2,0,0.04,0.04,0.08,0.04,0.08,2.9,2.9,0.1,0.11,0.00,0.11,0.11,0.11,/en/players/285a3d44/matchlogs/2017-2018/Ryan-Shawcross-Match-Logs
439,,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,25,1992,30,25,"2,270",1,3,0,0,3,3,0.04,0.12,0.16,0.04,0.16,2.1,2.1,2.3,0.08,0.09,0.17,0.08,0.17,/en/players/3727dd3c/matchlogs/2017-2018/Jonjo-Shelvey-Match-Logs
440,,Gylfi Sigurðsson,is ISL,"MF,FW",Everton,27,1989,27,25,"2,259",4,3,0,0,2,0,0.16,0.12,0.28,0.16,0.28,2.9,2.9,3.8,0.12,0.15,0.27,0.12,0.27,/en/players/76dd1480/matchlogs/2017-2018/Gylfi-Sigurdsson-Match-Logs
441,,Adrien Silva,pt POR,"MF,FW",Leicester City,28,1989,12,9,761,0,1,0,0,3,0,0.00,0.12,0.12,0.00,0.12,0.3,0.3,0.8,0.03,0.09,0.12,0.03,0.12,/en/players/d6f88a1d/matchlogs/2017-2018/Adrien-Silva-Match-Logs
442,,Bernardo Silva,pt POR,"FW,MF",Manchester City,22,1994,35,15,"1,533",6,4,0,0,0,0,0.35,0.23,0.59,0.35,0.59,3.5,3.5,1.8,0.21,0.10,0.31,0.21,0.31,/en/players/3eb22ec9/matchlogs/2017-2018/Bernardo-Silva-Match-Logs
443,,David Silva,es ESP,MF,Manchester City,31,1986,29,28,"2,430",9,11,0,0,5,0,0.33,0.41,0.74,0.33,0.74,6.6,6.6,7.1,0.24,0.26,0.50,0.24,0.50,/en/players/e2716bd0/matchlogs/2017-2018/David-Silva-Match-Logs
444,,Danny Simpson,eng ENG,DF,Leicester City,30,1987,28,27,"2,306",0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.01,0.01,0.02,0.01,0.02,/en/players/3201b03d/matchlogs/2017-2018/Danny-Simpson-Match-Logs
445,,Jack Simpson,eng ENG,DF,Bournemouth,20,1997,1,1,71,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,/en/players/76fa5f80/matchlogs/2017-2018/Jack-Simpson-Match-Logs
446,,Josh Sims,eng ENG,"FW,MF",Southampton,20,1997,6,1,163,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.2,0.54,0.09,0.63,0.54,0.63,/en/players/6d6f09dc/matchlogs/2017-2018/Josh-Sims-Match-Logs
447,,Jerome Sinclair,eng ENG,"MF,FW",Watford,20,1996,4,0,31,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.19,0.19,0.00,0.19,/en/players/1695c659/matchlogs/2017-2018/Jerome-Sinclair-Match-Logs
448,,Moussa Sissoko,fr FRA,"MF,FW",Tottenham,27,1989,32,15,"1,386",1,1,0,0,3,0,0.06,0.06,0.13,0.06,0.13,3.0,3.0,2.2,0.19,0.14,0.33,0.19,0.33,/en/players/2acd49b9/matchlogs/2017-2018/Moussa-Sissoko-Match-Logs
449,,Islam Slimani,dz ALG,FW,Newcastle Utd,29,1988,4,1,132,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.00,0.23,0.23,0.00,0.23,/en/players/ffec9769/matchlogs/2017-2018/Islam-Slimani-Match-Logs
450,,Islam Slimani,dz ALG,FW,Leicester City,29,1988,12,2,249,1,1,0,0,0,0,0.36,0.36,0.72,0.36,0.72,1.2,1.2,0.1,0.45,0.02,0.47,0.45,0.47,/en/players/ffec9769/matchlogs/2017-2018/Islam-Slimani-Match-Logs
451,,Chris Smalling,eng ENG,DF,Manchester Utd,27,1989,29,28,"2,536",4,0,0,0,4,0,0.14,0.00,0.14,0.14,0.14,3.2,3.2,0.4,0.11,0.01,0.13,0.11,0.13,/en/players/b6964eb6/matchlogs/2017-2018/Chris-Smalling-Match-Logs
452,,Adam Smith,eng ENG,"DF,MF",Bournemouth,26,1991,27,22,"2,071",1,3,0,0,6,0,0.04,0.13,0.17,0.04,0.17,0.5,0.5,1.0,0.02,0.04,0.07,0.02,0.07,/en/players/20b104bc/matchlogs/2017-2018/Adam-Smith-Match-Logs
453,,Tommy Smith,eng ENG,DF,Huddersfield,25,1992,24,21,"1,904",0,1,0,0,7,0,0.00,0.05,0.05,0.00,0.05,0.2,0.2,1.5,0.01,0.07,0.08,0.01,0.08,/en/players/e9208654/matchlogs/2017-2018/Tommy-Smith-Match-Logs
454,,Cédric Soares,pt POR,DF,Southampton,25,1991,32,32,"2,794",0,3,0,0,3,0,0.00,0.10,0.10,0.00,0.10,0.7,0.7,2.9,0.02,0.09,0.12,0.02,0.12,/en/players/839c14e1/matchlogs/2017-2018/Cedric-Soares-Match-Logs
455,,Ramadan Sobhi,eg EGY,"MF,FW",Stoke City,20,1997,24,12,"1,238",2,0,0,0,2,0,0.15,0.00,0.15,0.15,0.15,2.3,2.3,1.2,0.17,0.08,0.25,0.17,0.25,/en/players/98be0d02/matchlogs/2017-2018/Ramadan-Sobhi-Match-Logs
456,,Dominic Solanke,eng ENG,FW,Liverpool,19,1997,21,5,596,1,1,0,0,0,0,0.15,0.15,0.30,0.15,0.30,3.2,3.2,2.0,0.49,0.31,0.80,0.49,0.80,/en/players/e77dc3b2/matchlogs/2017-2018/Dominic-Solanke-Match-Logs
457,,Pape Souaré,sn SEN,DF,Crystal Palace,27,1990,1,0,9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,/en/players/46b5375e/matchlogs/2017-2018/Pape-Souare-Match-Logs
458,,Julián Speroni,ar ARG,GK,Crystal Palace,38,1979,11,11,990,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,/en/players/8e65a5e5/matchlogs/2017-2018/Julian-Speroni-Match-Logs
459,,Kostas Stafylidis,gr GRE,DF,Stoke City,23,1993,5,4,335,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.02,0.01,0.03,0.02,0.03,/en/players/861e0116/matchlogs/2017-2018/Kostas-Stafylidis-Match-Logs
460,,Junior Stanislas,eng ENG,"MF,FW",Bournemouth,27,1989,19,17,"1,286",5,2,1,1,1,0,0.35,0.14,0.49,0.28,0.42,3.6,2.8,2.4,0.25,0.17,0.41,0.20,0.36,/en/players/6992791d/matchlogs/2017-2018/Junior-Stanislas-Match-Logs
461,,Dale Stephens,eng ENG,MF,Brighton,28,1989,36,36,"3,240",0,3,0,0,6,0,0.00,0.08,0.08,0.00,0.08,1.1,1.1,2.0,0.03,0.06,0.09,0.03,0.09,/en/players/653ee42d/matchlogs/2017-2018/Dale-Stephens-Match-Logs
462,,Jack Stephens,eng ENG,DF,Southampton,23,1994,22,22,"1,980",2,0,0,0,6,1,0.09,0.00,0.09,0.09,0.09,1.4,1.4,0.1,0.06,0.00,0.07,0.06,0.07,/en/players/6adbc307/matchlogs/2017-2018/Jack-Stephens-Match-Logs
463,,Raheem Sterling,eng ENG,FW,Manchester City,22,1994,33,29,"2,587",18,11,1,1,4,2,0.63,0.38,1.01,0.59,0.97,18.3,17.5,6.6,0.63,0.23,0.86,0.61,0.84,/en/players/b400bde0/matchlogs/2017-2018/Raheem-Sterling-Match-Logs
464,,John Stones,eng ENG,DF,Manchester City,23,1994,18,16,"1,302",0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.4,1.4,0.0,0.10,0.00,0.10,0.10,0.10,/en/players/5eecec3d/matchlogs/2017-2018/John-Stones-Match-Logs
465,,Daniel Sturridge,eng ENG,FW,Liverpool,27,1989,9,5,431,2,1,0,0,0,0,0.42,0.21,0.63,0.42,0.63,2.4,2.4,0.9,0.50,0.19,0.69,0.50,0.69,/en/players/1b7ec703/matchlogs/2017-2018/Daniel-Sturridge-Match-Logs
466,,Daniel Sturridge,eng ENG,FW,West Brom,27,1989,6,2,118,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.0,0.54,0.04,0.58,0.54,0.58,/en/players/1b7ec703/matchlogs/2017-2018/Daniel-Sturridge-Match-Logs
467,,Ki Sung-yueng,kr KOR,MF,Swansea City,28,1989,25,21,"1,868",2,2,0,0,2,0,0.10,0.10,0.19,0.10,0.19,0.7,0.7,1.7,0.03,0.08,0.12,0.03,0.12,/en/players/1d8c99b0/matchlogs/2017-2018/Ki-Sung-yueng-Match-Logs
468,,Andrew Surman,eng ENG,MF,Bournemouth,30,1986,25,20,"1,856",2,5,0,0,2,0,0.10,0.24,0.34,0.10,0.34,1.1,1.1,1.2,0.05,0.06,0.11,0.05,0.11,/en/players/7d41b619/matchlogs/2017-2018/Andrew-Surman-Match-Logs
469,,Markus Suttner,at AUT,DF,Brighton,30,1987,14,13,"1,179",0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.6,0.01,0.04,0.05,0.01,0.05,/en/players/7391c2d9/matchlogs/2017-2018/Markus-Suttner-Match-Logs
470,,Lasse Sørensen,dk DEN,MF,Stoke City,17,1999,1,1,75,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.00,0.46,0.46,0.00,0.46,/en/players/ce9c203e/matchlogs/2017-2018/Lasse-Sorensen-Match-Logs
471,,Alexander Sørloth,no NOR,FW,Crystal Palace,21,1995,4,4,360,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.5,0.13,0.12,0.25,0.13,0.25,/en/players/e92cd3f7/matchlogs/2017-2018/Alexander-Sorloth-Match-Logs
472,,Dušan Tadić,rs SRB,"MF,FW",Southampton,28,1988,36,34,"2,791",6,3,1,1,4,0,0.19,0.10,0.29,0.16,0.26,4.4,3.6,6.2,0.14,0.20,0.34,0.12,0.31,/en/players/2475dcc6/matchlogs/2017-2018/Dusan-Tadic-Match-Logs
